accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	is_lab_host	sample_type	biosample_accessions	full_authors	institution	submitter_country	country	division	authors
MW575644	MW575644.1	GenBank		WH17030d1/2017	Asia		2017-XX-XX	2021-06-29	2021-06-29	15039	Homo sapiens				Shao,N.,Liu,B.,Xiao,Y.,Wang,X.,Ren,L.,Dong,J.,Sun,L.,Zhu,Y.,Zhang,T.,Yang,F.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, National Health Commission Key Laboratory of Systems Biology of Pathogens	China	China		Shao et al.
MW575645	MW575645.1	GenBank		WH17080d3/2017	Asia		2017-XX-XX	2021-06-29	2021-06-29	15019	Homo sapiens				Shao,N.,Liu,B.,Xiao,Y.,Wang,X.,Ren,L.,Dong,J.,Sun,L.,Zhu,Y.,Zhang,T.,Yang,F.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, National Health Commission Key Laboratory of Systems Biology of Pathogens	China	China		Shao et al.
MW654450	MW654450.1	GenBank		GER/0469/16-17	Europe		2016-11-08	2021-08-24	2021-08-24	1697	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654451	MW654451.1	GenBank		GER/0589/16-17	Europe		2016-11-17	2021-08-24	2021-08-24	1697	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654452	MW654452.1	GenBank		GER/0595/18-19	Europe		2018-11-23	2021-08-24	2021-08-24	1697	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654453	MW654453.1	GenBank		GER/0635/18-19	Europe		2018-11-15	2021-08-24	2021-08-24	1697	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654454	MW654454.1	GenBank		GER/0661/18-19	Europe		2018-11-26	2021-08-24	2021-08-24	1697	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654455	MW654455.1	GenBank		GER/0987/18-19	Europe		2018-12-13	2021-08-24	2021-08-24	1697	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654456	MW654456.1	GenBank		GER/2771/16-17	Europe		2017-01-30	2021-08-24	2021-08-24	1710	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654457	MW654457.1	GenBank		GER/5668/16-17	Europe		2017-09-04	2021-08-24	2021-08-24	1710	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654458	MW654458.1	GenBank		GER/1535/16-17	Europe		2017-01-02	2021-08-24	2021-08-24	1710	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654459	MW654459.1	GenBank		GER/0324/18-19	Europe		2018-11-06	2021-08-24	2021-08-24	1710	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654460	MW654460.1	GenBank		GER/0361/18-19	Europe		2018-11-06	2021-08-24	2021-08-24	1710	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654461	MW654461.1	GenBank		GER/0637/18-19	Europe		2018-11-15	2021-08-24	2021-08-24	1710	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654462	MW654462.1	GenBank		GER/1053/18-19	Europe		2018-12-17	2021-08-24	2021-08-24	1710	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654463	MW654463.1	GenBank		GER/1015/16-17	Europe		2016-12-06	2021-08-24	2021-08-24	1710	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654464	MW654464.1	GenBank		GER/0438/14-15	Europe		2014-11-10	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654465	MW654465.1	GenBank		GER/0705/14-15	Europe		2014-11-24	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654466	MW654466.1	GenBank		GER/0271/16-17	Europe		2016-10-26	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654467	MW654467.1	GenBank		GER/0424/16-17	Europe		2016-11-07	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654468	MW654468.1	GenBank		GER/0539/16-17	Europe		2016-11-15	2021-08-24	2021-08-24	1716	Homo sapiens		swab		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654469	MW654469.1	GenBank		GER/0926/16-17	Europe		2016-11-29	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654470	MW654470.1	GenBank		GER/1164/16-17	Europe		2016-12-14	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654471	MW654471.1	GenBank		GER/1668/16-17	Europe		2017-01-02	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654472	MW654472.1	GenBank		GER/4782/16-17	Europe		2017-04-04	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654473	MW654473.1	GenBank		GER/1398/17-18	Europe		2017-12-20	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654474	MW654474.1	GenBank		GER/0393/18-19	Europe		2018-11-08	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654475	MW654475.1	GenBank		GER/0566/18-19	Europe		2018-11-22	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654476	MW654476.1	GenBank		GER/0712/18-19	Europe		2018-11-30	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654477	MW654477.1	GenBank		GER/0737/18-19	Europe		2018-11-30	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654478	MW654478.1	GenBank		GER/1008/18-19	Europe		2018-12-13	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654479	MW654479.1	GenBank		GER/1637/18-19	Europe		2019-01-23	2021-08-24	2021-08-24	1716	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MW654480	MW654480.1	GenBank		GER/0264/18-19	Europe		2018-10-31	2021-08-24	2021-08-24	1688	Homo sapiens		oronasopharynx		Oh,D.Y.,Biere,B.,Grenz,M.,Wolff,T.,Schweiger,B.,Durrwald,R.,Reiche,J.,Duerrwald,R.	Robert Koch Institute, Division of Influenza Viruses and Other Respiratory Viruses	Germany	Germany		Oh et al.
MZ576382	MZ576382.1	GenBank		MZ576382	Europe		2015-06-16	2021-12-14	2021-12-14	1516	Homo sapiens		lung, oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576383	MZ576383.1	GenBank		MZ576383	Europe		2015-10-06	2021-12-14	2021-12-14	1516	Homo sapiens		swab, oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576384	MZ576384.1	GenBank		MZ576384	Europe		2015-10-28	2021-12-14	2021-12-14	1516	Homo sapiens		oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576385	MZ576385.1	GenBank		MZ576385	Europe		2015-11-05	2021-12-14	2021-12-14	1516	Homo sapiens		swab, oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576386	MZ576386.1	GenBank		MZ576386	Europe		2015-11-09	2021-12-14	2021-12-14	1516	Homo sapiens		oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576387	MZ576387.1	GenBank		MZ576387	Europe		2015-11-10	2021-12-14	2021-12-14	1516	Homo sapiens		oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576388	MZ576388.1	GenBank		MZ576388	Europe		2015-11-16	2021-12-14	2021-12-14	1516	Homo sapiens		oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576389	MZ576389.1	GenBank		MZ576389	Europe		2015-11-25	2021-12-14	2021-12-14	1516	Homo sapiens		swab, oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576390	MZ576390.1	GenBank		MZ576390	Europe		2015-12-08	2021-12-14	2021-12-14	1516	Homo sapiens		lung, oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576391	MZ576391.1	GenBank		MZ576391	Europe		2015-12-08	2021-12-14	2021-12-14	1516	Homo sapiens		swab, oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576392	MZ576392.1	GenBank		MZ576392	Europe		2015-12-14	2021-12-14	2021-12-14	1516	Homo sapiens		oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576393	MZ576393.1	GenBank		MZ576393	Europe		2015-12-14	2021-12-14	2021-12-14	1516	Homo sapiens		swab, oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576394	MZ576394.1	GenBank		MZ576394	Europe		2015-12-17	2021-12-14	2021-12-14	1516	Homo sapiens		swab, oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576395	MZ576395.1	GenBank		MZ576395	Europe		2015-12-18	2021-12-14	2021-12-14	1516	Homo sapiens		oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576396	MZ576396.1	GenBank		MZ576396	Europe		2015-12-18	2021-12-14	2021-12-14	1516	Homo sapiens		oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576397	MZ576397.1	GenBank		MZ576397	Europe		2015-12-23	2021-12-14	2021-12-14	1516	Homo sapiens		swab, oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576398	MZ576398.1	GenBank		MZ576398	Europe		2015-12-26	2021-12-14	2021-12-14	1516	Homo sapiens		swab, oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576399	MZ576399.1	GenBank		MZ576399	Europe		2016-01-04	2021-12-14	2021-12-14	1516	Homo sapiens		swab, oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576400	MZ576400.1	GenBank		MZ576400	Europe		2016-01-08	2021-12-14	2021-12-14	1516	Homo sapiens		oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
MZ576401	MZ576401.1	GenBank		MZ576401	Europe		2017-01-26	2021-12-14	2021-12-14	1516	Homo sapiens		swab, oronasopharynx		Smitheman,M.,Clark,G.,McClure,P.C.	University of Nottingham, School of Life Sciences	United Kingdom	United Kingdom		Smitheman et al.
NC_003443	NC_003443.1	RefSeq		NC_003443			XXXX-XX-XX	1991-07-10	2018-08-13	15646					Kawano,M.,Okamoto,K.,Bando,H.,Kondo,K.,Tsurudome,M.,Komada,H.,Nishio,M.,Ito,Y.,Ohgimoto,S.,Yuasa,T.	National Center for Biotechnology Information, NIH	USA			Kawano et al.
OL519582	OL519582.1	GenBank	SRR16915048	xz023-orthorubulavirus-2	Asia		2018-XX-XX	2022-01-06	2022-03-08	15284	Homo sapiens			SAMN23039864	Mao,Q.,Zhang,W.	Jiangsu University, School of Medicine	China	China		Mao et al.
OM451136	OM451136.1	GenBank	SRR17481206	ZJ-MO2	Asia		2019-XX-XX	2022-03-09	2022-03-09	15611	Manis javanica			SAMN24587188	He,W.-T.,Hou,X.,Zhao,J.,Sun,J.,He,H.,Si,W.,Wang,J.,Jiang,Z.,Yan,Z.,Xing,G.,Lu,M.,Suchard,M.A.,Ji,X.,Gong,W.,He,B.,Li,J.,Lemey,P.,Guo,D.,Tu,C.,Holmes,E.C.,Shi,M.,Su,S.	Nanjing Agricultural University, College of Veterinary Medicine	China	China		He et al.
OM451137	OM451137.1	GenBank	SRR17481195	ZJ-MO3	Asia		2019-XX-XX	2022-03-09	2022-03-09	15633	Manis javanica			SAMN24587189	He,W.-T.,Hou,X.,Zhao,J.,Sun,J.,He,H.,Si,W.,Wang,J.,Jiang,Z.,Yan,Z.,Xing,G.,Lu,M.,Suchard,M.A.,Ji,X.,Gong,W.,He,B.,Li,J.,Lemey,P.,Guo,D.,Tu,C.,Holmes,E.C.,Shi,M.,Su,S.	Nanjing Agricultural University, College of Veterinary Medicine	China	China		He et al.
OP672245	OP672245.1	GenBank		HPIV2/CHN/CC105/2019	Asia		2002-05-26	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672246	OP672246.1	GenBank		HPIV2/CHN/CC-2-001/2020	Asia		2002-02-28	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672247	OP672247.1	GenBank		HPIV2/CHN/CC229/2019	Asia		2003-06-13	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672248	OP672248.1	GenBank		HPIV2/CHN/CC444/2019	Asia		2002-10-26	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672249	OP672249.1	GenBank		HPIV2/CHN/CQ52/2021	Asia		2002-09-26	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672250	OP672250.1	GenBank		HPIV2/CHN/AH383/2020	Asia		2020-12-08	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672251	OP672251.1	GenBank		HPIV2/CHN/HN173/2017	Asia		2002-09-26	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672252	OP672252.1	GenBank		HPIV2/CHN/HN194/2017	Asia		2002-12-02	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672253	OP672253.1	GenBank		HPIV2/CHN/HN211/2017	Asia		2002-10-26	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672254	OP672254.1	GenBank		HPIV2/CHN/HN043/2018	Asia		2002-10-26	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672255	OP672255.1	GenBank		HPIV2/CHN/GS396/2011	Asia		2002-12-02	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672256	OP672256.1	GenBank		HPIV2/CHN/GS191/2011	Asia		2000-11-10	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672257	OP672257.1	GenBank		HPIV2/CHN/HN405/2019	Asia		2002-09-26	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672258	OP672258.1	GenBank		HPIV2/CHN/HN428/2019	Asia		2000-11-10	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672259	OP672259.1	GenBank		HPIV2/CHN/QD279/2019	Asia		2002-10-26	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672260	OP672260.1	GenBank		HPIV2/CHN/CC091/2019	Asia		2001-04-16	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672261	OP672261.1	GenBank		HPIV2/CHN/HB20/2019	Asia		2002-10-26	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672262	OP672262.1	GenBank		HPIV2/CHN/CC338/2019	Asia		2000-08-15	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672263	OP672263.1	GenBank		HPIV2/CHN/HN389/2019	Asia		2002-10-26	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672264	OP672264.1	GenBank		HPIV2/CHN/HN491/2019	Asia		2002-12-02	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OP672265	OP672265.1	GenBank		HPIV2/CHN/HN185/2017	Asia		2000-11-10	2023-03-28	2023-03-28	1716	Homo sapiens				Feng,Y.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella laboratory	China	China		Feng et al.
OQ848525	OQ848525.1	GenBank	SRR24178742	HPIV2/USA/6R8/2010	North America		2010-09-XX	2023-05-16	2024-03-14	15654	Homo sapiens			SAMN34192730	Sereewit,J.,Hajian,P.,Xie,H.,Greninger,A.L.	UW Virology, Laboratory Medicine	USA	USA		Sereewit et al.
OQ848526	OQ848526.1	GenBank	SRR24178720	HPIV2/USA/7J4/2011	North America		2011-01-XX	2023-05-16	2024-03-14	15639	Homo sapiens			SAMN34192750	Sereewit,J.,Hajian,P.,Xie,H.,Greninger,A.L.	UW Virology, Laboratory Medicine	USA	USA		Sereewit et al.
OQ990765	OQ990765.1	GenBank		OQ990765	Asia		2016-03-23	2024-09-06	2024-09-06	15641	Homo sapiens		oronasopharynx		Zhu,Y.,Ai,J.,Wang,R.,Chen,X.,Xie,Z.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology, Beijing Pediatric Research Institute	China	China		Zhu et al.
OQ990766	OQ990766.1	GenBank		OQ990766	Asia		2017-02-28	2024-09-06	2024-09-06	15654	Homo sapiens		oronasopharynx		Zhu,Y.,Ai,J.,Wang,R.,Chen,X.,Xie,Z.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology, Beijing Pediatric Research Institute	China	China		Zhu et al.
OQ990767	OQ990767.1	GenBank		OQ990767	Asia		2017-05-12	2024-09-06	2024-09-06	15590	Homo sapiens		oronasopharynx		Zhu,Y.,Ai,J.,Wang,R.,Chen,X.,Xie,Z.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology, Beijing Pediatric Research Institute	China	China		Zhu et al.
