accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	is_lab_host	sample_type	biosample_accessions	full_authors	institution	submitter_country	country	division	authors	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage
KF572705	KF572705.1	GenBank		KF572705	Asia		2009-10-XX	2015-08-31	2015-08-31	1272	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		93029	bad	3690	22355	23629	0.04147960179582276
KF572706	KF572706.1	GenBank		KF572706	Asia		2008-10-XX	2015-08-31	2015-08-31	1272	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		93029	bad	3698	22355	23629	0.04147960179582276
KF572707	KF572707.1	GenBank		KF572707	Asia		2010-07-XX	2015-08-31	2015-08-31	1272	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		93029	bad	3690	22355	23629	0.04147960179582276
KF572708	KF572708.1	GenBank		KF572708	Asia		2007-06-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572709	KF572709.1	GenBank		KF572709	Asia		2010-05-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3981	29104	30450	0.043821979308998636
KF572710	KF572710.1	GenBank		KF572710	Asia		2010-06-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3985	29104	30450	0.043821979308998636
KF572711	KF572711.1	GenBank		KF572711	Asia		2010-07-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572712	KF572712.1	GenBank		KF572712	Asia		2010-07-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572713	KF572713.1	GenBank		KF572713	Asia		2008-11-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572714	KF572714.1	GenBank		KF572714	Asia		2008-11-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572715	KF572715.1	GenBank		KF572715	Asia		2010-07-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3989	29104	30450	0.043821979308998636
KF572716	KF572716.1	GenBank		KF572716	Asia		2010-09-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572717	KF572717.1	GenBank		KF572717	Asia		2008-11-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572718	KF572718.1	GenBank		KF572718	Asia		2008-12-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3989	29104	30450	0.043821979308998636
KF572719	KF572719.1	GenBank		KF572719	Asia		2008-12-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572720	KF572720.1	GenBank		KF572720	Asia		2008-12-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572721	KF572721.1	GenBank		KF572721	Asia		2011-09-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3989	29104	30450	0.043821979308998636
KF572722	KF572722.1	GenBank		KF572722	Asia		2011-09-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3989	29104	30450	0.043821979308998636
KF572723	KF572723.1	GenBank		KF572723	Asia		2008-12-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572724	KF572724.1	GenBank		KF572724	Asia		2012-05-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3977	29104	30450	0.043821979308998636
KF572725	KF572725.1	GenBank		KF572725	Asia		2012-05-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3973	29104	30450	0.043821979308998636
KF572726	KF572726.1	GenBank		KF572726	Asia		2012-05-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3989	29104	30450	0.043821979308998636
KF572727	KF572727.1	GenBank		KF572727	Asia		2012-05-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3977	29104	30450	0.043821979308998636
KF572728	KF572728.1	GenBank		KF572728	Asia		2012-06-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3989	29104	30450	0.043821979308998636
KF572729	KF572729.1	GenBank		KF572729	Asia		2012-06-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3977	29104	30450	0.043821979308998636
KF572730	KF572730.1	GenBank		KF572730	Asia		2012-06-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3973	29104	30450	0.043821979308998636
KF572731	KF572731.1	GenBank		KF572731	Asia		2012-06-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3985	29104	30450	0.043821979308998636
KF572732	KF572732.1	GenBank		KF572732	Asia		2009-02-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572733	KF572733.1	GenBank		KF572733	Asia		2009-02-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3989	29104	30450	0.043821979308998636
KF572734	KF572734.1	GenBank		KF572734	Asia		2009-04-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572735	KF572735.1	GenBank		KF572735	Asia		2009-06-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3989	29104	30450	0.043821979308998636
KF572736	KF572736.1	GenBank		KF572736	Asia		2009-08-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572737	KF572737.1	GenBank		KF572737	Asia		2009-08-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572738	KF572738.1	GenBank		KF572738	Asia		2006-03-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		60025	bad	3985	29104	30450	0.043821979308998636
KF572739	KF572739.1	GenBank		KF572739	Asia		2010-01-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		60025	bad	3961	29104	30450	0.043821979308998636
KF572740	KF572740.1	GenBank		KF572740	Asia		2010-03-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		60025	bad	3981	29104	30450	0.043821979308998636
KF572741	KF572741.1	GenBank		KF572741	Asia		2010-03-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3981	29104	30450	0.043821979308998636
KF572742	KF572742.1	GenBank		KF572742	Asia		2006-03-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		60025	bad	3985	29104	30450	0.043821979308998636
KF572743	KF572743.1	GenBank		KF572743	Asia		2010-04-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3985	29104	30450	0.043821979308998636
KF572744	KF572744.1	GenBank		KF572744	Asia		2010-04-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3985	29104	30450	0.043821979308998636
KF572745	KF572745.1	GenBank		KF572745	Asia		2010-06-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		65025	bad	3953	29104	30450	0.043821979308998636
KF572746	KF572746.1	GenBank		KF572746	Asia		2012-02-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		60025	bad	3945	29104	30450	0.043821979308998636
KF572747	KF572747.1	GenBank		KF572747	Asia		2011-12-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		60025	bad	3945	29104	30450	0.043821979308998636
KF572748	KF572748.1	GenBank		KF572748	Asia		2012-03-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		65025	bad	3949	29104	30450	0.043821979308998636
KF572749	KF572749.1	GenBank		KF572749	Asia		2010-07-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3985	29104	30450	0.043821979308998636
KF572750	KF572750.1	GenBank		KF572750	Asia		2010-07-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3981	29104	30450	0.043821979308998636
KF572751	KF572751.1	GenBank		KF572751	Asia		2010-07-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3993	29104	30450	0.043821979308998636
KF572752	KF572752.1	GenBank		KF572752	Asia		2010-08-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3981	29104	30450	0.043821979308998636
KF572753	KF572753.1	GenBank		KF572753	Asia		2005-06-XX	2015-02-06	2015-02-06	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Li,J.,Xiao,Y.,Zhang,J.,Wang,Y.,Chen,L.,Paranhos-Baccala,G.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3989	29104	30450	0.043821979308998636
KF572754	KF572754.1	GenBank		KF572754	Asia		2012-02-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		57600	bad	3989	29104	30450	0.043821979308998636
KF572755	KF572755.1	GenBank		KF572755	Asia		2012-02-XX	2015-08-31	2015-08-31	1347	Homo sapiens		oronasopharynx		Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology		China	Beijing	Zhang et al.		55225	bad	3985	29104	30450	0.043821979308998636
